start_station_name,end_station_name,date,avgTemp,bike_rides_daily,season,value
Allen St & Rivington St,Pike St & E Broadway,2022-11-17,5.7,78388.0,fall,3
Allen St & Rivington St,Pike St & Monroe St,2022-07-10,23.4,115594.0,summer,3
Allen St & Rivington St,Rivington St & Chrystie St,2022-06-14,23.9,123640.0,summer,3
Allen St & Rivington St,Rivington St & Chrystie St,2022-08-05,29.3,114401.0,summer,5
Allen St & Rivington St,Rivington St & Chrystie St,2022-08-11,26.6,114225.0,summer,3
Allen St & Rivington St,Rivington St & Ridge St,2022-10-06,17.6,123901.0,fall,3
Allen St & Rivington St,Rivington St & Ridge St,2022-11-20,2.7,45018.0,fall,6
Allen St & Rivington St,Rivington St & Ridge St,2022-12-10,2.2,63441.0,winter,3
Allen St & Rivington St,Roebling St & N 4 St,2022-09-17,20.8,130502.0,summer,3
Allen St & Rivington St,S 3 St & Bedford Ave,2022-07-20,31.3,117760.0,summer,3
Allen St & Rivington St,S 3 St & Bedford Ave,2022-07-30,26.7,123256.0,summer,4
Allen St & Rivington St,S 4 St & Wythe Ave,2022-05-05,17.2,110355.0,spring,3
Allen St & Rivington St,S 4 St & Wythe Ave,2022-08-20,27.9,128688.0,summer,5
Allen St & Rivington St,S 5 Pl & S 5 St,2022-02-10,6.3,61937.0,winter,3
Allen St & Rivington St,S 5 Pl & S 5 St,2022-04-20,9.4,85294.0,winter,3
Allen St & Rivington St,S 5 Pl & S 5 St,2022-04-23,13.3,94585.0,winter,4
Allen St & Rivington St,S 5 Pl & S 5 St,2022-06-04,21.9,127507.0,summer,4
Allen St & Rivington St,S 5 Pl & S 5 St,2022-06-15,23.3,127915.0,summer,3
Allen St & Rivington St,S 5 Pl & S 5 St,2022-08-10,27.2,123692.0,summer,5
Allen St & Rivington St,S 5 Pl & S 5 St,2022-10-28,11.3,106226.0,fall,3
Allen St & Rivington St,South St & Gouverneur Ln,2022-07-09,24.7,123237.0,summer,7
Allen St & Rivington St,South St & Pike St,2022-08-27,27.8,117835.0,summer,3
Allen St & Rivington St,South St & Pike St,2022-11-05,19.4,122101.0,fall,3
Allen St & Rivington St,Spruce St & Nassau St,2022-09-13,24.7,122436.0,summer,3
Allen St & Rivington St,St Marks Pl & 1 Ave,2022-04-12,13.4,93575.0,winter,3
Allen St & Rivington St,St Marks Pl & 1 Ave,2022-05-05,17.2,110355.0,spring,3
Allen St & Rivington St,St Marks Pl & 1 Ave,2022-06-29,23.9,121539.0,summer,4
Allen St & Rivington St,St Marks Pl & 1 Ave,2022-08-12,25.6,122804.0,summer,4
Allen St & Rivington St,St Marks Pl & 2 Ave,2022-01-15,-6.7,22839.0,winter,3
Allen St & Rivington St,Suffolk St & Stanton St,2022-08-16,23.6,122538.0,summer,3
Allen St & Rivington St,Suffolk St & Stanton St,2022-09-22,21.8,102216.0,summer,3
Allen St & Rivington St,Sullivan St & Washington Sq,2022-03-20,14.3,65417.0,winter,3
Allen St & Rivington St,Sullivan St & Washington Sq,2022-07-26,25.9,122455.0,summer,3
Allen St & Rivington St,University Pl & E 14 St,2022-05-17,19.7,117412.0,spring,3
Allen St & Rivington St,University Pl & E 14 St,2022-05-31,28.3,100360.0,spring,4
Allen St & Rivington St,University Pl & E 14 St,2022-10-27,16.9,115653.0,fall,3
Allen St & Rivington St,Vesey St & Church St,2022-08-12,25.6,122804.0,summer,4
Allen St & Rivington St,W 10 St & Washington St,2022-10-06,17.6,123901.0,fall,3
Allen St & Rivington St,W 13 St & 5 Ave,2022-05-20,15.4,85189.0,spring,3
Allen St & Rivington St,W 13 St & 5 Ave,2022-07-25,29.8,96351.0,summer,4
Allen St & Rivington St,W 13 St & 5 Ave,2022-10-11,17.0,112059.0,fall,3
Allen St & Rivington St,W 15 St & 6 Ave,2022-06-06,22.2,110255.0,summer,3
Allen St & Rivington St,W 15 St & 6 Ave,2022-06-17,25.2,119656.0,summer,3
Allen St & Rivington St,W 30 St & 10 Ave,2022-08-02,26.4,120945.0,summer,3
Allen St & Rivington St,W 30 St & 10 Ave,2022-08-16,23.6,122538.0,summer,3
Allen St & Rivington St,W 4 St & 7 Ave S,2022-05-28,20.4,82607.0,spring,3
Allen St & Rivington St,W 40 St & 5 Ave,2022-05-31,28.3,100360.0,spring,3
Allen St & Rivington St,W 45 St & 8 Ave,2022-08-01,23.1,98167.0,summer,3
Allen St & Rivington St,Washington Pl & 6 Ave,2022-04-09,11.4,67329.0,winter,3
Allen St & Rivington St,Washington Pl & 6 Ave,2022-10-09,12.3,93815.0,fall,3
Allen St & Rivington St,Washington Pl & Broadway,2022-11-16,7.3,76960.0,fall,3
Allen St & Rivington St,Washington Square E,2022-07-12,25.8,111767.0,summer,3
Allen St & Rivington St,Washington St & Gansevoort St,2022-07-06,26.0,112874.0,summer,3
Allen St & Rivington St,Water St &  Fletcher St,2022-07-23,30.3,107728.0,summer,3
Allen St & Rivington St,Water St &  Fletcher St,2022-08-28,24.6,107815.0,summer,4
Allen St & Rivington St,Water St &  Fletcher St,2022-10-29,10.8,105008.0,fall,3
Allen St & Rivington St,West Broadway & Watts St,2022-07-14,26.6,120450.0,summer,5
Allen St & Rivington St,West Broadway & Watts St,2022-07-26,25.9,122455.0,summer,3
Allen St & Rivington St,West St & Chambers St,2022-07-23,30.3,107728.0,summer,4
Allen St & Stanton St,1 Ave & E 16 St,2022-01-04,-2.7,36842.0,winter,3
Allen St & Stanton St,1 Ave & E 16 St,2022-09-22,21.8,102216.0,summer,3
Allen St & Stanton St,1 Ave & E 18 St,2022-09-17,20.8,130502.0,summer,8
Allen St & Stanton St,1 Ave & E 18 St,2022-12-14,1.7,67388.0,winter,3
Allen St & Stanton St,1 Ave & E 39 St,2022-01-03,1.4,33189.0,winter,3
Allen St & Stanton St,1 Ave & E 39 St,2022-08-21,25.3,110432.0,summer,3
Allen St & Stanton St,1 Ave & E 44 St,2022-11-12,19.7,113802.0,fall,3
Allen St & Stanton St,1 Ave & E 6 St,2022-01-13,4.0,50572.0,winter,3
Allen St & Stanton St,1 Ave & E 6 St,2022-06-27,24.3,79616.0,summer,3
Allen St & Stanton St,1 Ave & E 6 St,2022-07-12,25.8,111767.0,summer,3
Allen St & Stanton St,1 Ave & E 6 St,2022-08-26,27.4,108773.0,summer,5
Allen St & Stanton St,1 Ave & E 6 St,2022-11-18,4.5,73521.0,fall,4
Allen St & Stanton St,1 Ave & E 62 St,2022-05-13,16.0,95861.0,spring,3
Allen St & Stanton St,11 Ave & W 27 St,2022-06-24,21.9,124257.0,summer,3
Allen St & Stanton St,2 Ave & E 29 St,2022-05-01,13.6,94657.0,spring,6
Allen St & Stanton St,2 Ave & E 31 St,2022-09-30,14.5,115282.0,summer,3
Allen St & Stanton St,2 Ave & E 31 St,2022-12-07,13.8,74044.0,winter,3
Allen St & Stanton St,4 Ave & E 12 St,2022-03-03,5.6,55408.0,winter,4
Allen St & Stanton St,4 Ave & E 12 St,2022-05-13,16.0,95861.0,spring,4
Allen St & Stanton St,4 Ave & E 12 St,2022-08-08,30.3,104188.0,summer,5
Allen St & Stanton St,4 Ave & E 12 St,2022-12-07,13.8,74044.0,winter,4
Allen St & Stanton St,7 Ave S & Bleecker St,2022-10-16,16.1,101163.0,fall,5
Allen St & Stanton St,Allen St & Hester St,2022-01-25,3.6,50692.0,winter,3
Allen St & Stanton St,Allen St & Hester St,2022-03-20,14.3,65417.0,winter,5
Allen St & Stanton St,Allen St & Hester St,2022-04-09,11.4,67329.0,winter,4
Allen St & Stanton St,Allen St & Hester St,2022-05-21,21.2,115215.0,spring,3
Allen St & Stanton St,Allen St & Hester St,2022-06-16,20.3,102031.0,summer,3
Allen St & Stanton St,Allen St & Hester St,2022-06-23,19.2,117321.0,summer,4
Allen St & Stanton St,Allen St & Hester St,2022-06-29,23.9,121539.0,summer,4
Allen St & Stanton St,Allen St & Hester St,2022-07-20,31.3,117760.0,summer,4
Allen St & Stanton St,Allen St & Hester St,2022-08-10,27.2,123692.0,summer,5
Allen St & Stanton St,Allen St & Hester St,2022-09-10,23.6,134650.0,summer,5
Allen St & Stanton St,Allen St & Hester St,2022-10-20,11.1,104413.0,fall,6
Allen St & Stanton St,Allen St & Hester St,2022-10-29,10.8,105008.0,fall,3
Allen St & Stanton St,Allen St & Hester St,2022-12-07,13.8,74044.0,winter,4
Allen St & Stanton St,Allen St & Rivington St,2022-04-01,13.1,68479.0,winter,4
Allen St & Stanton St,Allen St & Rivington St,2022-04-05,9.7,72629.0,winter,3
Allen St & Stanton St,Allen St & Rivington St,2022-06-08,23.7,123906.0,summer,6
Allen St & Stanton St,Allen St & Rivington St,2022-06-12,20.5,90287.0,summer,3
Allen St & Stanton St,Allen St & Rivington St,2022-07-20,31.3,117760.0,summer,7
Allen St & Stanton St,Allen St & Rivington St,2022-07-21,29.8,109101.0,summer,4
Allen St & Stanton St,Allen St & Rivington St,2022-11-04,15.2,118788.0,fall,4
Allen St & Stanton St,Allen St & Stanton St,2022-03-22,10.7,75235.0,winter,4
Allen St & Stanton St,Allen St & Stanton St,2022-04-07,9.1,35322.0,winter,4
Allen St & Stanton St,Allen St & Stanton St,2022-05-26,16.4,111106.0,spring,4
Allen St & Stanton St,Allen St & Stanton St,2022-06-14,23.9,123640.0,summer,3
Allen St & Stanton St,Allen St & Stanton St,2022-06-18,21.7,108577.0,summer,5
Allen St & Stanton St,Allen St & Stanton St,2022-06-19,17.3,105636.0,summer,3
Allen St & Stanton St,Allen St & Stanton St,2022-07-09,24.7,123237.0,summer,9
Allen St & Stanton St,Allen St & Stanton St,2022-07-22,30.9,111786.0,summer,7
Allen St & Stanton St,Allen St & Stanton St,2022-07-24,31.1,99639.0,summer,7
Allen St & Stanton St,Allen St & Stanton St,2022-08-13,23.1,132252.0,summer,11
Allen St & Stanton St,Allen St & Stanton St,2022-09-03,22.8,107735.0,summer,9
Allen St & Stanton St,Allen St & Stanton St,2022-10-17,16.6,88784.0,fall,8
Allen St & Stanton St,Allen St & Stanton St,2022-10-23,14.7,66604.0,fall,8
Allen St & Stanton St,Allen St & Stanton St,2022-11-05,19.4,122101.0,fall,4
Allen St & Stanton St,Allen St & Stanton St,2022-11-08,13.2,96598.0,fall,5
Allen St & Stanton St,Allen St & Stanton St,2022-11-10,12.6,109046.0,fall,3
Allen St & Stanton St,Allen St & Stanton St,2022-11-12,19.7,113802.0,fall,6
Allen St & Stanton St,Allen St & Stanton St,2022-12-08,11.6,89347.0,winter,3
Allen St & Stanton St,Allen St & Stanton St,2022-12-23,7.5,26043.0,winter,4
Allen St & Stanton St,Avenue C & E 18 St,2022-09-17,20.8,130502.0,summer,3
Allen St & Stanton St,Barclay St & Church St,2022-08-28,24.6,107815.0,summer,6
Allen St & Stanton St,Broadway & E 14 St,2022-06-05,20.0,115902.0,summer,3
Allen St & Stanton St,Broadway & E 14 St,2022-06-18,21.7,108577.0,summer,3
Allen St & Stanton St,Broadway & E 14 St,2022-07-21,29.8,109101.0,summer,4
Allen St & Stanton St,Broadway & E 14 St,2022-09-07,20.8,112912.0,summer,4
Allen St & Stanton St,Broadway & E 14 St,2022-09-10,23.6,134650.0,summer,3
Allen St & Stanton St,Broadway & W 25 St,2022-05-24,17.4,104949.0,spring,4
Allen St & Stanton St,Broadway & W 48 St,2022-11-05,19.4,122101.0,fall,5
Allen St & Stanton St,Canal St & Rutgers St,2022-08-16,23.6,122538.0,summer,3
Allen St & Stanton St,Canal St & Rutgers St,2022-08-25,28.1,120158.0,summer,5
Allen St & Stanton St,Canal St & Rutgers St,2022-09-15,21.8,132381.0,summer,3
Allen St & Stanton St,Carmine St & 6 Ave,2022-01-01,11.6,20428.0,winter,4
Allen St & Stanton St,Centre St & Worth St,2022-03-18,13.9,92837.0,winter,3
Allen St & Stanton St,Centre St & Worth St,2022-06-25,25.8,118493.0,summer,5
Allen St & Stanton St,Centre St & Worth St,2022-09-20,23.2,130001.0,summer,3
Allen St & Stanton St,Cleveland Pl & Spring St,2022-01-17,3.9,29084.0,winter,3
Allen St & Stanton St,Cleveland Pl & Spring St,2022-03-22,10.7,75235.0,winter,3
Allen St & Stanton St,Cleveland Pl & Spring St,2022-04-03,7.0,37164.0,winter,4
Allen St & Stanton St,Cleveland Pl & Spring St,2022-11-04,15.2,118788.0,fall,3
Allen St & Stanton St,Cliff St & Fulton St,2022-06-29,23.9,121539.0,summer,3
Allen St & Stanton St,Clinton St & Cherry St,2022-01-30,-7.1,9486.0,winter,3
Allen St & Stanton St,Clinton St & Cherry St,2022-09-23,15.1,113272.0,summer,3
Allen St & Stanton St,Clinton St & Grand St,2022-02-09,2.8,56007.0,winter,4
Allen St & Stanton St,Clinton St & Grand St,2022-05-22,27.8,103604.0,spring,6
Allen St & Stanton St,Clinton St & Grand St,2022-06-06,22.2,110255.0,summer,3
Allen St & Stanton St,Clinton St & Grand St,2022-06-26,27.0,106089.0,summer,4
Allen St & Stanton St,Clinton St & Grand St,2022-07-28,26.7,117505.0,summer,3
Allen St & Stanton St,Clinton St & Grand St,2022-08-23,25.9,118449.0,summer,3
Allen St & Stanton St,Clinton St & Grand St,2022-08-29,26.0,108140.0,summer,5
Allen St & Stanton St,Cooper Square & Astor Pl,2022-10-12,17.9,118695.0,fall,3
Allen St & Stanton St,Division St & Bowery,2022-08-30,26.8,113460.0,summer,3
Allen St & Stanton St,Division St & Bowery,2022-11-23,9.4,73869.0,fall,4
Allen St & Stanton St,E 1 St & 1 Ave,2022-05-30,23.3,100732.0,spring,3
Allen St & Stanton St,E 1 St & 1 Ave,2022-06-12,20.5,90287.0,summer,3
Allen St & Stanton St,E 1 St & 1 Ave,2022-08-06,29.6,123062.0,summer,4
Allen St & Stanton St,E 1 St & 1 Ave,2022-08-21,25.3,110432.0,summer,3
Allen St & Stanton St,E 1 St & 1 Ave,2022-09-02,21.7,116500.0,summer,5
Allen St & Stanton St,E 1 St & 1 Ave,2022-09-21,22.0,133613.0,summer,6
Allen St & Stanton St,E 1 St & 1 Ave,2022-10-08,13.9,100747.0,fall,3
Allen St & Stanton St,E 1 St & 1 Ave,2022-11-05,19.4,122101.0,fall,3
Allen St & Stanton St,E 1 St & 1 Ave,2022-11-13,12.9,69264.0,fall,3
Allen St & Stanton St,E 1 St & 1 Ave,2022-11-23,9.4,73869.0,fall,3
Allen St & Stanton St,E 10 St & Avenue A,2022-05-21,21.2,115215.0,spring,3
Allen St & Stanton St,E 10 St & Avenue A,2022-06-17,25.2,119656.0,summer,3
Allen St & Stanton St,E 11 St & 1 Ave,2022-01-20,5.1,33928.0,winter,3
Allen St & Stanton St,E 11 St & 1 Ave,2022-03-27,5.9,45625.0,winter,3
Allen St & Stanton St,E 11 St & 1 Ave,2022-04-22,14.6,97494.0,winter,5
Allen St & Stanton St,E 11 St & 1 Ave,2022-05-17,19.7,117412.0,spring,5
Allen St & Stanton St,E 11 St & 1 Ave,2022-08-03,27.6,124946.0,summer,3
Allen St & Stanton St,E 11 St & 1 Ave,2022-08-19,26.3,120752.0,summer,4
Allen St & Stanton St,E 11 St & 1 Ave,2022-08-27,27.8,117835.0,summer,4
Allen St & Stanton St,E 11 St & 1 Ave,2022-09-21,22.0,133613.0,summer,4
Allen St & Stanton St,E 11 St & 1 Ave,2022-10-02,15.2,51635.0,fall,3
Allen St & Stanton St,E 11 St & 1 Ave,2022-11-24,8.1,37888.0,fall,5
Allen St & Stanton St,E 11 St & 3 Ave,2022-05-14,17.9,79812.0,spring,5
Allen St & Stanton St,E 11 St & 3 Ave,2022-06-29,23.9,121539.0,summer,4
Allen St & Stanton St,E 11 St & 3 Ave,2022-06-30,25.4,116209.0,summer,3
Allen St & Stanton St,E 11 St & 3 Ave,2022-10-21,13.4,108664.0,fall,3
Allen St & Stanton St,E 11 St & 3 Ave,2022-12-30,9.3,62298.0,winter,3
Allen St & Stanton St,E 12 St & Ave C,2022-07-29,28.2,114611.0,summer,3
Allen St & Stanton St,E 12 St & Ave C,2022-08-26,27.4,108773.0,summer,3
Allen St & Stanton St,E 13 St & 2 Ave,2022-04-24,12.8,83406.0,winter,5
Allen St & Stanton St,E 13 St & 2 Ave,2022-07-24,31.1,99639.0,summer,4
Allen St & Stanton St,E 13 St & Avenue A,2022-05-21,21.2,115215.0,spring,3
Allen St & Stanton St,E 14 St & 1 Ave,2022-04-18,7.9,55811.0,winter,3
Allen St & Stanton St,E 14 St & 1 Ave,2022-06-18,21.7,108577.0,summer,3
Allen St & Stanton St,E 14 St & 1 Ave,2022-06-21,22.1,99400.0,summer,3
Allen St & Stanton St,E 14 St & 1 Ave,2022-06-23,19.2,117321.0,summer,4
Allen St & Stanton St,E 14 St & 1 Ave,2022-10-23,14.7,66604.0,fall,3
Allen St & Stanton St,E 14 St & Avenue B,2022-07-02,28.7,88943.0,summer,3
Allen St & Stanton St,E 15 St & 3 Ave,2022-03-16,13.6,81449.0,winter,3
Allen St & Stanton St,E 16 St & Irving Pl,2022-09-13,24.7,122436.0,summer,3
Allen St & Stanton St,E 16 St & Irving Pl,2022-09-30,14.5,115282.0,summer,4
Allen St & Stanton St,E 2 St & Avenue C,2022-04-25,10.4,72682.0,winter,3
Allen St & Stanton St,E 2 St & Avenue C,2022-05-23,21.0,101563.0,spring,3
Allen St & Stanton St,E 2 St & Avenue C,2022-08-10,27.2,123692.0,summer,4
Allen St & Stanton St,E 2 St & Avenue C,2022-09-08,21.8,134611.0,summer,3
Allen St & Stanton St,E 2 St & Avenue C,2022-11-07,21.3,107226.0,fall,3
Allen St & Stanton St,E 23 St & 1 Ave,2022-05-11,16.1,107079.0,spring,3
Allen St & Stanton St,E 25 St & 2 Ave,2022-05-13,16.0,95861.0,spring,4
Allen St & Stanton St,E 25 St & 2 Ave,2022-08-13,23.1,132252.0,summer,5
Allen St & Stanton St,E 26 St & 3 Ave,2022-07-24,31.1,99639.0,summer,3
Allen St & Stanton St,E 27 St & 1 Ave,2022-09-19,25.6,102898.0,summer,4
Allen St & Stanton St,E 3 St & 1 Ave,2022-07-09,24.7,123237.0,summer,4
Allen St & Stanton St,E 33 St & 1 Ave,2022-01-18,1.8,42935.0,winter,3
Allen St & Stanton St,E 33 St & 1 Ave,2022-04-24,12.8,83406.0,winter,5
Allen St & Stanton St,E 33 St & 1 Ave,2022-06-09,24.4,115009.0,summer,3
Allen St & Stanton St,E 33 St & 1 Ave,2022-06-24,21.9,124257.0,summer,3
Allen St & Stanton St,E 33 St & 1 Ave,2022-07-28,26.7,117505.0,summer,4
Allen St & Stanton St,E 33 St & 1 Ave,2022-10-30,12.5,95656.0,fall,3
Allen St & Stanton St,E 33 St & 5 Ave,2022-12-04,7.0,62606.0,winter,3
Allen St & Stanton St,E 4 St & 2 Ave,2022-10-11,17.0,112059.0,fall,3
Allen St & Stanton St,E 6 St & Avenue B,2022-09-18,23.4,116749.0,summer,4
Allen St & Stanton St,E 6 St & Avenue B,2022-09-25,19.2,86810.0,summer,4
Allen St & Stanton St,E 6 St & Avenue B,2022-10-09,12.3,93815.0,fall,4
Allen St & Stanton St,E 7 St & Avenue A,2022-03-08,8.7,62178.0,winter,4
Allen St & Stanton St,E 7 St & Avenue A,2022-07-31,26.3,112671.0,summer,4
Allen St & Stanton St,E 9 St & 5 Ave,2022-06-23,19.2,117321.0,summer,3
Allen St & Stanton St,E 9 St & Avenue C,2022-04-02,7.2,73254.0,winter,3
Allen St & Stanton St,Forsyth St & Broome St,2022-06-09,24.4,115009.0,summer,3
Allen St & Stanton St,Forsyth St & Canal St,2022-03-20,14.3,65417.0,winter,3
Allen St & Stanton St,Forsyth St & Grand St,2022-11-03,15.7,116776.0,fall,3
Allen St & Stanton St,Forsyth St\t& Grand St,2022-01-06,4.9,44787.0,winter,3
Allen St & Stanton St,Forsyth St\t& Grand St,2022-06-02,20.3,98712.0,summer,4
Allen St & Stanton St,Forsyth St\t& Grand St,2022-06-07,21.8,103639.0,summer,3
Allen St & Stanton St,Forsyth St\t& Grand St,2022-06-22,19.1,94428.0,summer,5
Allen St & Stanton St,Forsyth St\t& Grand St,2022-07-09,24.7,123237.0,summer,3
Allen St & Stanton St,Forsyth St\t& Grand St,2022-08-02,26.4,120945.0,summer,3
Allen St & Stanton St,Forsyth St\t& Grand St,2022-08-22,24.5,85908.0,summer,4
Allen St & Stanton St,Forsyth St\t& Grand St,2022-10-21,13.4,108664.0,fall,3
Allen St & Stanton St,Fulton St & Broadway,2022-04-27,11.6,82446.0,winter,3
Allen St & Stanton St,Fulton St & William St,2022-05-18,17.8,117596.0,spring,3
Allen St & Stanton St,Gansevoort St & Hudson St,2022-09-13,24.7,122436.0,summer,3
Allen St & Stanton St,Gansevoort St & Hudson St,2022-09-20,23.2,130001.0,summer,3
Allen St & Stanton St,Grand St & Elizabeth St,2022-02-01,-1.7,29338.0,winter,3
Allen St & Stanton St,Grand St & Elizabeth St,2022-02-24,1.1,44725.0,winter,3
Allen St & Stanton St,Grand St & Elizabeth St,2022-03-08,8.7,62178.0,winter,4
Allen St & Stanton St,Grand St & Elizabeth St,2022-05-25,16.2,114182.0,spring,5
Allen St & Stanton St,Grand St & Elizabeth St,2022-10-06,17.6,123901.0,fall,5
Allen St & Stanton St,Grand St & Elizabeth St,2022-10-09,12.3,93815.0,fall,3
Allen St & Stanton St,Grand St & Elizabeth St,2022-12-04,7.0,62606.0,winter,3
Allen St & Stanton St,Grand St & Greene St,2022-06-10,21.8,122508.0,summer,4
Allen St & Stanton St,Grand St & Samuel Dickstein Plaza,2022-08-26,27.4,108773.0,summer,3
Allen St & Stanton St,Great Jones St,2022-04-05,9.7,72629.0,winter,3
Allen St & Stanton St,Great Jones St,2022-04-21,10.6,77520.0,winter,6
Allen St & Stanton St,Great Jones St,2022-05-18,17.8,117596.0,spring,5
Allen St & Stanton St,Great Jones St,2022-05-23,21.0,101563.0,spring,3
Allen St & Stanton St,Great Jones St,2022-05-27,20.2,89185.0,spring,3
Allen St & Stanton St,Great Jones St,2022-08-30,26.8,113460.0,summer,5
Allen St & Stanton St,Great Jones St,2022-09-04,25.3,99471.0,summer,3
Allen St & Stanton St,Great Jones St,2022-10-16,16.1,101163.0,fall,3
Allen St & Stanton St,Greene St & Prince St,2022-04-01,13.1,68479.0,winter,3
Allen St & Stanton St,Greene St & Prince St,2022-09-23,15.1,113272.0,summer,5
Allen St & Stanton St,Greene St & Prince St,2022-12-21,1.0,59180.0,winter,4
Allen St & Stanton St,Greenwich Ave & 8 Ave,2022-06-07,21.8,103639.0,summer,3
Allen St & Stanton St,Greenwich Ave & Charles St,2022-05-11,16.1,107079.0,spring,3
Allen St & Stanton St,Greenwich St & W Houston St,2022-05-26,16.4,111106.0,spring,4
Allen St & Stanton St,Greenwich St & W Houston St,2022-10-26,18.3,112685.0,fall,3
Allen St & Stanton St,Henry St & Grand St,2022-06-25,25.8,118493.0,summer,3
Allen St & Stanton St,Henry St & Grand St,2022-06-28,22.4,121346.0,summer,3
Allen St & Stanton St,Henry St & Grand St,2022-07-28,26.7,117505.0,summer,3
Allen St & Stanton St,Henry St & Grand St,2022-09-09,21.9,133707.0,summer,3
Allen St & Stanton St,Henry St & Grand St,2022-09-12,22.4,115155.0,summer,3
Allen St & Stanton St,Henry St & Grand St,2022-12-19,1.7,54328.0,winter,4
Allen St & Stanton St,Howard St & Lafayette St,2022-02-27,2.4,42805.0,winter,3
Allen St & Stanton St,Howard St & Lafayette St,2022-04-04,7.6,68902.0,winter,3
Allen St & Stanton St,Howard St & Lafayette St,2022-04-30,12.9,101537.0,winter,3
Allen St & Stanton St,Howard St & Lafayette St,2022-06-25,25.8,118493.0,summer,3
Allen St & Stanton St,Hudson St & Reade St,2022-06-04,21.9,127507.0,summer,3
Allen St & Stanton St,Hudson St & Reade St,2022-08-19,26.3,120752.0,summer,4
Allen St & Stanton St,Kenmare St & Elizabeth St,2022-04-30,12.9,101537.0,winter,3
Allen St & Stanton St,King St & Varick St,2022-06-26,27.0,106089.0,summer,8
Allen St & Stanton St,LaGuardia Pl & W 3 St,2022-06-05,20.0,115902.0,summer,3
Allen St & Stanton St,Lafayette St & E 8 St,2022-04-11,8.8,75355.0,winter,3
Allen St & Stanton St,Lafayette St & E 8 St,2022-07-14,26.6,120450.0,summer,3
Allen St & Stanton St,Lafayette St & E 8 St,2022-08-09,31.3,109152.0,summer,4
Allen St & Stanton St,Lafayette St & Jersey St,2022-06-02,20.3,98712.0,summer,3
Allen St & Stanton St,Lafayette St & Jersey St,2022-08-02,26.4,120945.0,summer,3
Allen St & Stanton St,Lafayette St & Jersey St,2022-11-12,19.7,113802.0,fall,4
Allen St & Stanton St,Lexington Ave & E 24 St,2022-12-07,13.8,74044.0,winter,3
Allen St & Stanton St,Lispenard St & Broadway,2022-10-02,15.2,51635.0,fall,3
Allen St & Stanton St,Little West St & 1 Pl,2022-08-31,25.6,123277.0,summer,3
Allen St & Stanton St,MacDougal St & Prince St,2022-06-28,22.4,121346.0,summer,6
Allen St & Stanton St,MacDougal St & Prince St,2022-06-29,23.9,121539.0,summer,3
Allen St & Stanton St,MacDougal St & Prince St,2022-07-22,30.9,111786.0,summer,3
Allen St & Stanton St,MacDougal St & Prince St,2022-08-02,26.4,120945.0,summer,3
Allen St & Stanton St,MacDougal St & Prince St,2022-11-01,16.9,103775.0,fall,4
Allen St & Stanton St,MacDougal St & Prince St,2022-11-16,7.3,76960.0,fall,3
Allen St & Stanton St,Market St & Henry St,2022-04-11,8.8,75355.0,winter,4
Allen St & Stanton St,Market St & Henry St,2022-07-17,25.7,111004.0,summer,3
Allen St & Stanton St,Market St & Henry St,2022-09-21,22.0,133613.0,summer,3
Allen St & Stanton St,Mercer St & Bleecker St,2022-09-05,25.8,93932.0,summer,3
Allen St & Stanton St,Mercer St & Spring St,2022-07-17,25.7,111004.0,summer,3
Allen St & Stanton St,Mercer St & Spring St,2022-11-05,19.4,122101.0,fall,3
Allen St & Stanton St,Mott St & Prince St,2022-05-10,15.4,104600.0,spring,3
Allen St & Stanton St,Mott St & Prince St,2022-11-05,19.4,122101.0,fall,4
Allen St & Stanton St,N 6 St & Bedford Ave,2022-06-09,24.4,115009.0,summer,3
Allen St & Stanton St,N 6 St & Bedford Ave,2022-10-08,13.9,100747.0,fall,3
Allen St & Stanton St,N Moore St & Hudson St,2022-07-24,31.1,99639.0,summer,5
Allen St & Stanton St,Norfolk St & Broome St,2022-04-20,9.4,85294.0,winter,4
Allen St & Stanton St,Old Slip & South St,2022-06-28,22.4,121346.0,summer,3
Allen St & Stanton St,Old Slip & South St,2022-07-26,25.9,122455.0,summer,6
Allen St & Stanton St,Old Slip & South St,2022-08-17,23.6,120504.0,summer,3
Allen St & Stanton St,Old Slip & South St,2022-08-18,24.1,121945.0,summer,3
Allen St & Stanton St,Old Slip & South St,2022-11-13,12.9,69264.0,fall,3
Allen St & Stanton St,Orchard St & Grand St,2022-05-17,19.7,117412.0,spring,3
Allen St & Stanton St,Orchard St & Grand St,2022-10-06,17.6,123901.0,fall,4
Allen St & Stanton St,Pearl St & Hanover Square,2022-03-12,5.1,19628.0,winter,3
Allen St & Stanton St,Pearl St & Hanover Square,2022-07-05,25.9,88946.0,summer,3
Allen St & Stanton St,Pearl St & Hanover Square,2022-09-08,21.8,134611.0,summer,3
Allen St & Stanton St,Pearl St & Peck Slip,2022-05-19,15.5,90207.0,spring,3
Allen St & Stanton St,Peck Slip & South St,2022-08-07,29.6,95005.0,summer,3
Allen St & Stanton St,Perry St & Bleecker St,2022-09-11,23.2,67771.0,summer,3
Allen St & Stanton St,Perry St & Greenwich Ave,2022-07-16,24.3,111650.0,summer,3
Allen St & Stanton St,Pike St & E Broadway,2022-03-25,9.6,74873.0,winter,6
Allen St & Stanton St,Pike St & E Broadway,2022-07-07,24.2,114752.0,summer,4
